Ticket Nr,Sub Nr,Log Type,Trade Date Time,Scale Nr,Void Type,Sales Type,PLU Nr,PLU Name,Weight,Weight Unit,Quantity,Unit Price,Total Price,Effective Price,Trade Date,Trade Time
377,2,Details,2020-09-07 12:28:24,48,Normal,Normal,611,W. Onion,0.8,kg,1.0,99.0,79.25,79.25,2020-09-07,12:28:24
644,1,Details,2020-09-07 12:16:52,136,Normal,Normal,159,Pork soup bone,1.09,kg,1.0,105.0,114.5,114.5,2020-09-07,12:16:52
643,1,Details,2020-09-07 11:55:49,136,Normal,Normal,260,beef balat,1.106,kg,1.0,89.0,98.5,98.5,2020-09-07,11:55:49
643,2,Details,2020-09-07 12:10:33,136,Normal,Normal,230,beef buto-buto 1,2.584,kg,1.0,299.0,772.5,772.5,2020-09-07,12:10:33
642,1,Details,2020-09-07 11:53:47,136,Normal,Normal,112,Pork liempo,1.1,kg,1.0,359.0,395.0,395.0,2020-09-07,11:53:47
642,2,Details,2020-09-07 11:55:00,136,Normal,Normal,110,Pork giniling,0.238,kg,1.0,231.0,55.0,55.0,2020-09-07,11:55:00
376,1,Details,2020-09-07 11:38:28,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-07,11:38:28
641,1,Details,2020-09-07 11:32:02,136,Normal,Normal,202,beef steak,0.56,kg,1.0,402.0,225.0,225.0,2020-09-07,11:32:02
641,2,Details,2020-09-07 11:32:47,136,Normal,Normal,120,Pork Chops,0.63,kg,1.0,239.0,150.5,150.5,2020-09-07,11:32:47
378,1,Details,2020-09-07 11:31:55,126,Normal,Normal,110,Pork giniling,0.58,kg,1.0,231.0,134.0,134.0,2020-09-07,11:31:55
640,1,Details,2020-09-07 11:26:30,136,Normal,Normal,465,Marinated Chicken,0.554,kg,1.0,299.0,165.75,165.75,2020-09-07,11:26:30
640,2,Details,2020-09-07 11:27:59,136,Normal,Normal,202,beef steak,0.606,kg,1.0,402.0,243.5,243.5,2020-09-07,11:27:59
377,1,Details,2020-09-07 11:14:12,126,Normal,Normal,420,Smoked Bacon,1.136,kg,1.0,549.0,623.75,623.75,2020-09-07,11:14:12
639,1,Details,2020-09-07 11:13:42,136,Normal,Normal,100,PORK LAMAN,0.528,kg,1.0,239.0,126.25,126.25,2020-09-07,11:13:42
376,1,Details,2020-09-07 11:01:22,126,Normal,Normal,209,Beef Shortplate-impt,0.664,kg,1.0,669.0,444.25,444.25,2020-09-07,11:01:22
375,1,Details,2020-09-07 10:56:08,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-07,10:56:08
638,1,Details,2020-09-07 10:50:28,136,Normal,Normal,465,Marinated Chicken,0.564,kg,1.0,299.0,168.75,168.75,2020-09-07,10:50:28
638,2,Details,2020-09-07 10:51:24,136,Normal,Normal,460,Cordon Bleu,0.896,kg,1.0,459.0,411.25,411.25,2020-09-07,10:51:24
638,3,Details,2020-09-07 10:55:07,136,Normal,Normal,420,Smoked Bacon,0.544,kg,1.0,549.0,298.75,298.75,2020-09-07,10:55:07
374,1,Details,2020-09-07 10:55:30,48,Normal,Normal,990,Sandwich,0.0,PCS,2.0,45.0,90.0,90.0,2020-09-07,10:55:30
373,1,Details,2020-09-07 10:54:15,48,Normal,Normal,933,Batangas Barako,0.306,kg,1.0,329.0,100.75,100.75,2020-09-07,10:54:15
373,2,Details,2020-09-07 10:55:03,48,Normal,Normal,520,Chicharon-Bituka,0.0,PCS,4.0,14.0,56.0,56.0,2020-09-07,10:55:03
637,1,Details,2020-09-07 10:33:07,136,Normal,Normal,120,Pork Chops,0.682,kg,1.0,239.0,163.0,163.0,2020-09-07,10:33:07
375,1,Details,2020-09-07 10:16:36,126,Normal,Normal,200,beef laman,1.008,kg,1.0,387.0,390.0,390.0,2020-09-07,10:16:36
375,2,Details,2020-09-07 10:19:33,126,Normal,Normal,202,beef steak,0.75,kg,1.0,402.0,301.5,301.5,2020-09-07,10:19:33
375,3,Details,2020-09-07 10:20:09,126,Normal,Normal,611,W. Onion,0.26,kg,1.0,99.0,25.75,25.75,2020-09-07,10:20:09
375,4,Details,2020-09-07 10:20:17,126,Normal,Normal,642,B. Petchay,0.428,kg,1.0,75.0,32.0,32.0,2020-09-07,10:20:17
375,5,Details,2020-09-07 10:20:46,126,Normal,Normal,610,Red Onion,0.158,kg,1.0,125.0,19.75,19.75,2020-09-07,10:20:46
372,1,Details,2020-09-06 18:30:34,48,Normal,Normal,100,PORK LAMAN,0.542,kg,1.0,239.0,129.5,129.5,2020-09-06,18:30:34
372,2,Details,2020-09-06 18:31:30,48,Normal,Normal,575,fresh Tokwa,0.0,PCS,2.0,13.0,26.0,26.0,2020-09-06,18:31:30
636,1,Details,2020-09-06 18:20:12,136,Normal,Normal,112,Pork liempo,0.498,kg,1.0,359.0,178.75,178.75,2020-09-06,18:20:12
635,1,Details,2020-09-06 18:19:07,136,Normal,Normal,112,Pork liempo,0.6,kg,1.0,359.0,215.5,215.5,2020-09-06,18:19:07
635,2,Details,2020-09-06 18:19:17,136,Normal,Normal,410,Ham,0.59,kg,1.0,489.0,288.5,288.5,2020-09-06,18:19:17
371,1,Details,2020-09-06 18:17:50,48,Cancel,Normal,410,Ham,0.59,kg,1.0,489.0,288.5,288.5,2020-09-06,18:17:50
374,1,Details,2020-09-06 18:18:06,126,Normal,Normal,809,Breakfast Sausage,0.0,PCS,1.0,134.0,134.0,134.0,2020-09-06,18:18:06
374,2,Details,2020-09-06 18:18:25,126,Normal,Normal,400,Tocino,0.264,kg,1.0,369.0,97.5,97.5,2020-09-06,18:18:25
634,1,Details,2020-09-06 18:16:42,136,Normal,Normal,435,Longanisa,0.542,kg,1.0,362.0,196.25,196.25,2020-09-06,18:16:42
370,1,Details,2020-09-06 18:13:58,48,Normal,Normal,112,Pork liempo,0.798,kg,1.0,359.0,286.5,286.5,2020-09-06,18:13:58
370,2,Details,2020-09-06 18:14:44,48,Normal,Normal,150,Pork pata front,1.546,kg,1.0,189.0,292.25,292.25,2020-09-06,18:14:44
373,1,Details,2020-09-06 18:16:03,126,Normal,Normal,400,Tocino,0.27,kg,1.0,369.0,99.75,99.75,2020-09-06,18:16:03
373,2,Details,2020-09-06 18:16:12,126,Normal,Normal,435,Longanisa,0.49,kg,1.0,362.0,177.5,177.5,2020-09-06,18:16:12
369,1,Details,2020-09-06 18:07:04,48,Normal,Normal,130,Pork buto buto,1.076,kg,1.0,159.0,171.0,171.0,2020-09-06,18:07:04
369,2,Details,2020-09-06 18:08:38,48,Normal,Normal,828,Salmon-Fresh- fillet,0.316,kg,1.0,1120.0,354.0,354.0,2020-09-06,18:08:38
369,3,Details,2020-09-06 18:08:42,48,Normal,Normal,118,Bacon sliced/skinless liempo,1.108,kg,1.0,385.0,426.5,426.5,2020-09-06,18:08:42
369,4,Details,2020-09-06 18:08:58,48,Normal,Normal,230,beef buto-buto 1,0.634,kg,1.0,299.0,189.5,189.5,2020-09-06,18:08:58
369,5,Details,2020-09-06 18:10:28,48,Normal,Normal,120,Pork Chops,1.192,kg,1.0,239.0,285.0,285.0,2020-09-06,18:10:28
369,6,Details,2020-09-06 18:11:42,48,Normal,Normal,100,PORK LAMAN,0.54,kg,1.0,239.0,129.0,129.0,2020-09-06,18:11:42
369,7,Details,2020-09-06 18:12:18,48,Normal,Normal,300,chicken fresh,0.664,kg,1.0,159.0,105.5,105.5,2020-09-06,18:12:18
633,1,Details,2020-09-06 18:09:41,136,Normal,Normal,300,chicken fresh,0.784,kg,1.0,159.0,124.75,124.75,2020-09-06,18:09:41
368,1,Details,2020-09-06 18:04:32,48,Normal,Normal,695,Calamansi,0.086,kg,1.0,81.0,7.0,7.0,2020-09-06,18:04:32
367,1,Details,2020-09-06 17:59:59,48,Normal,Normal,110,Pork giniling,0.566,kg,1.0,231.0,130.75,130.75,2020-09-06,17:59:59
367,2,Details,2020-09-06 18:01:44,48,Normal,Normal,100,PORK LAMAN,0.582,kg,1.0,239.0,139.0,139.0,2020-09-06,18:01:44
632,1,Details,2020-09-06 18:01:18,136,Normal,Normal,118,Bacon sliced/skinless liempo,0.55,kg,1.0,385.0,211.75,211.75,2020-09-06,18:01:18
372,1,Details,2020-09-06 18:00:45,126,Normal,Normal,806,White Sausage,0.0,PCS,1.0,155.0,155.0,155.0,2020-09-06,18:00:45
372,2,Details,2020-09-06 18:00:51,126,Normal,Normal,809,Breakfast Sausage,0.0,PCS,1.0,134.0,134.0,134.0,2020-09-06,18:00:51
372,3,Details,2020-09-06 18:01:01,126,Normal,Normal,809,Breakfast Sausage,0.0,PCS,1.0,134.0,134.0,134.0,2020-09-06,18:01:01
631,1,Details,2020-09-06 17:57:08,136,Normal,Normal,120,Pork Chops,0.726,kg,1.0,239.0,173.5,173.5,2020-09-06,17:57:08
631,2,Details,2020-09-06 17:57:44,136,Normal,Normal,200,beef laman,0.508,kg,1.0,387.0,196.5,196.5,2020-09-06,17:57:44
371,1,Details,2020-09-06 17:48:39,126,Normal,Normal,300,chicken fresh,1.334,kg,1.0,159.0,212.0,212.0,2020-09-06,17:48:39
370,1,Details,2020-09-06 17:39:10,126,Normal,Normal,112,Pork liempo,1.18,kg,1.0,359.0,423.5,423.5,2020-09-06,17:39:10
630,1,Details,2020-09-06 17:31:37,136,Normal,Normal,100,PORK LAMAN,1.186,kg,1.0,239.0,283.5,283.5,2020-09-06,17:31:37
630,2,Details,2020-09-06 17:36:28,136,Normal,Normal,102,Pork laman skinless,0.844,kg,1.0,262.0,221.25,221.25,2020-09-06,17:36:28
630,3,Details,2020-09-06 17:37:08,136,Normal,Normal,400,Tocino,0.314,kg,1.0,369.0,115.75,115.75,2020-09-06,17:37:08
630,4,Details,2020-09-06 17:37:35,136,Normal,Normal,100,PORK LAMAN,0.598,kg,1.0,239.0,143.0,143.0,2020-09-06,17:37:35
369,1,Details,2020-09-06 17:31:17,126,Normal,Normal,819,Corned beef,0.532,kg,1.0,422.0,224.5,224.5,2020-09-06,17:31:17
629,1,Details,2020-09-06 17:12:43,136,Normal,Normal,100,PORK LAMAN,1.014,kg,1.0,239.0,242.25,242.25,2020-09-06,17:12:43
629,2,Details,2020-09-06 17:14:34,136,Normal,Normal,112,Pork liempo,0.514,kg,1.0,359.0,184.5,184.5,2020-09-06,17:14:34
629,3,Details,2020-09-06 17:15:09,136,Normal,Normal,100,PORK LAMAN,0.712,kg,1.0,239.0,170.25,170.25,2020-09-06,17:15:09
629,4,Details,2020-09-06 17:17:00,136,Normal,Normal,110,Pork giniling,0.748,kg,1.0,231.0,172.75,172.75,2020-09-06,17:17:00
629,5,Details,2020-09-06 17:17:53,136,Normal,Normal,130,Pork buto buto,1.03,kg,1.0,159.0,163.75,163.75,2020-09-06,17:17:53
366,1,Details,2020-09-06 17:16:33,48,Normal,Normal,100,PORK LAMAN,0.284,kg,1.0,239.0,68.0,68.0,2020-09-06,17:16:33
628,1,Details,2020-09-06 17:04:45,136,Normal,Normal,100,PORK LAMAN,1.29,kg,1.0,239.0,308.25,308.25,2020-09-06,17:04:45
368,1,Details,2020-09-06 17:02:47,126,Normal,Normal,230,beef buto-buto 1,0.59,kg,1.0,299.0,176.5,176.5,2020-09-06,17:02:47
368,2,Details,2020-09-06 17:03:49,126,Normal,Normal,240,beef kinalas,0.686,kg,1.0,214.0,146.75,146.75,2020-09-06,17:03:49
627,1,Details,2020-09-06 17:02:22,136,Normal,Normal,120,Pork Chops,0.804,kg,1.0,239.0,192.25,192.25,2020-09-06,17:02:22
627,2,Details,2020-09-06 17:02:41,136,Normal,Normal,452,Swiss Burger,0.568,kg,1.0,424.0,240.75,240.75,2020-09-06,17:02:41
626,1,Details,2020-09-06 17:01:03,136,Normal,Normal,110,Pork giniling,0.508,kg,1.0,231.0,117.25,117.25,2020-09-06,17:01:03
626,2,Details,2020-09-06 17:01:14,136,Normal,Normal,120,Pork Chops,0.612,kg,1.0,239.0,146.25,146.25,2020-09-06,17:01:14
626,3,Details,2020-09-06 17:01:59,136,Normal,Normal,100,PORK LAMAN,0.55,kg,1.0,239.0,131.5,131.5,2020-09-06,17:01:59
367,1,Details,2020-09-06 16:58:05,126,Normal,Normal,294,BEEF SINUSO/SIKO,4.87,kg,1.0,72.0,350.75,350.75,2020-09-06,16:58:05
365,1,Details,2020-09-06 16:54:36,48,Normal,Normal,630,Patatas,0.36,kg,1.0,99.0,35.75,35.75,2020-09-06,16:54:36
365,2,Details,2020-09-06 16:54:53,48,Normal,Normal,640,Cabbage,0.586,kg,1.0,69.0,40.5,40.5,2020-09-06,16:54:53
365,3,Details,2020-09-06 16:55:12,48,Normal,Normal,630,Patatas,0.178,kg,1.0,99.0,17.5,17.5,2020-09-06,16:55:12
625,1,Details,2020-09-06 16:53:40,136,Normal,Normal,130,Pork buto buto,1.658,kg,1.0,159.0,263.5,263.5,2020-09-06,16:53:40
364,1,Details,2020-09-06 16:47:36,48,Normal,Normal,154,Pork pata hulihan,1.586,kg,1.0,149.0,236.25,236.25,2020-09-06,16:47:36
624,1,Details,2020-09-06 16:29:39,136,Normal,Normal,230,beef buto-buto 1,0.978,kg,1.0,299.0,292.5,292.5,2020-09-06,16:29:39
624,2,Details,2020-09-06 16:32:59,136,Normal,Normal,204,beef sirlion/rump/porterhouse,0.52,kg,1.0,469.0,244.0,244.0,2020-09-06,16:32:59
363,1,Details,2020-09-06 16:05:27,48,Normal,Normal,450,Hamburger Patties,0.468,kg,1.0,519.0,243.0,243.0,2020-09-06,16:05:27
363,2,Details,2020-09-06 16:07:08,48,Normal,Normal,110,Pork giniling,0.526,kg,1.0,231.0,121.5,121.5,2020-09-06,16:07:08
363,3,Details,2020-09-06 16:08:03,48,Normal,Normal,610,Red Onion,0.21,kg,1.0,125.0,26.25,26.25,2020-09-06,16:08:03
363,4,Details,2020-09-06 16:08:16,48,Normal,Normal,612,Garlic,0.186,kg,1.0,119.0,22.25,22.25,2020-09-06,16:08:16
363,5,Details,2020-09-06 16:08:29,48,Normal,Normal,624,Monggo Beans,0.25,kg,1.0,109.0,27.25,27.25,2020-09-06,16:08:29
363,6,Details,2020-09-06 16:08:51,48,Normal,Normal,642,B. Petchay,0.54,kg,1.0,75.0,40.5,40.5,2020-09-06,16:08:51
363,7,Details,2020-09-06 16:09:07,48,Normal,Normal,640,Cabbage,0.734,kg,1.0,69.0,50.75,50.75,2020-09-06,16:09:07
623,1,Details,2020-09-06 16:05:08,136,Normal,Normal,118,Bacon sliced/skinless liempo,0.526,kg,1.0,385.0,202.5,202.5,2020-09-06,16:05:08
366,1,Details,2020-09-06 15:54:14,126,Normal,Normal,130,Pork buto buto,1.09,kg,1.0,159.0,173.25,173.25,2020-09-06,15:54:14
366,2,Details,2020-09-06 15:55:22,126,Normal,Normal,124,Porkchop-batok,1.028,kg,1.0,179.0,184.0,184.0,2020-09-06,15:55:22
366,3,Details,2020-09-06 15:56:24,126,Normal,Normal,430,Swiss Grill Sausage,0.396,kg,1.0,439.0,173.75,173.75,2020-09-06,15:56:24
362,1,Details,2020-09-06 15:51:12,48,Normal,Normal,212,beef kampto,2.084,kg,1.0,368.0,767.0,767.0,2020-09-06,15:51:12
362,2,Details,2020-09-06 15:53:16,48,Normal,Normal,823,Boneless Bangus,0.0,PCS,1.0,159.0,159.0,159.0,2020-09-06,15:53:16
362,3,Details,2020-09-06 15:53:24,48,Normal,Normal,801,Frankfurter sausages,0.0,PCS,1.0,135.0,135.0,135.0,2020-09-06,15:53:24
362,4,Details,2020-09-06 15:54:43,48,Normal,Normal,812,Schublig Sausage,0.0,PCS,1.0,134.0,134.0,134.0,2020-09-06,15:54:43
362,5,Details,2020-09-06 15:55:25,48,Normal,Normal,463,Pork BBQ,0.648,kg,1.0,399.0,258.5,258.5,2020-09-06,15:55:25
362,6,Details,2020-09-06 15:56:09,48,Normal,Normal,112,Pork liempo,1.076,kg,1.0,359.0,386.25,386.25,2020-09-06,15:56:09
622,1,Details,2020-09-06 15:43:45,136,Normal,Normal,411,Ham-canteen,0.074,kg,1.0,479.0,35.5,35.5,2020-09-06,15:43:45
365,1,Details,2020-09-06 15:37:14,126,Normal,Normal,230,beef buto-buto 1,0.536,kg,1.0,269.0,144.25,144.25,2020-09-06,15:37:14
364,1,Details,2020-09-06 15:35:17,126,Normal,Normal,230,beef buto-buto 1,0.98,kg,1.0,269.0,263.5,263.5,2020-09-06,15:35:17
363,1,Details,2020-09-06 15:24:14,126,Normal,Normal,210,beef giniling,0.502,kg,1.0,352.0,176.75,176.75,2020-09-06,15:24:14
362,1,Details,2020-09-06 15:07:39,126,Normal,Normal,202,beef steak,3.002,kg,1.0,402.0,1206.75,1206.75,2020-09-06,15:07:39
362,2,Details,2020-09-06 15:08:46,126,Normal,Normal,192,Pork backfat,0.6,kg,1.0,82.0,49.25,49.25,2020-09-06,15:08:46
362,3,Details,2020-09-06 15:13:06,126,Normal,Normal,430,Swiss Grill Sausage,1.968,kg,1.0,439.0,864.0,864.0,2020-09-06,15:13:06
361,1,Details,2020-09-06 15:07:55,48,Normal,Normal,240,beef kinalas,2.036,kg,1.0,214.0,435.75,435.75,2020-09-06,15:07:55
361,2,Details,2020-09-06 15:08:49,48,Normal,Normal,230,beef buto-buto 1,1.016,kg,1.0,269.0,273.25,273.25,2020-09-06,15:08:49
361,3,Details,2020-09-06 15:10:36,48,Normal,Normal,124,Porkchop-batok,2.028,kg,1.0,179.0,363.0,363.0,2020-09-06,15:10:36
360,1,Details,2020-09-06 15:02:31,48,Normal,Normal,610,Red Onion,0.094,kg,1.0,125.0,11.75,11.75,2020-09-06,15:02:31
360,2,Details,2020-09-06 15:02:40,48,Normal,Normal,612,Garlic,0.036,kg,1.0,119.0,4.25,4.25,2020-09-06,15:02:40
360,3,Details,2020-09-06 15:02:47,48,Normal,Normal,650,Tomato /LOCAL,0.046,kg,1.0,99.0,4.5,4.5,2020-09-06,15:02:47
359,1,Details,2020-09-06 15:02:59,48,Normal,Normal,650,Tomato /LOCAL,0.148,kg,1.0,99.0,14.75,14.75,2020-09-06,15:02:59
358,1,Details,2020-09-06 15:01:47,48,Normal,Normal,611,W. Onion,0.126,kg,1.0,99.0,12.5,12.5,2020-09-06,15:01:47
621,1,Details,2020-09-06 15:01:02,136,Normal,Normal,100,PORK LAMAN,0.518,kg,1.0,239.0,123.75,123.75,2020-09-06,15:01:02
620,1,Details,2020-09-06 14:59:11,136,Normal,Normal,210,beef giniling,0.522,kg,1.0,352.0,183.75,183.75,2020-09-06,14:59:11
620,2,Details,2020-09-06 15:00:01,136,Normal,Normal,230,beef buto-buto 1,0.708,kg,1.0,299.0,211.75,211.75,2020-09-06,15:00:01
619,1,Details,2020-09-06 14:53:12,136,Normal,Normal,110,Pork giniling,0.136,kg,1.0,231.0,31.5,31.5,2020-09-06,14:53:12
357,1,Details,2020-09-06 14:49:19,48,Normal,Normal,640,Cabbage,0.536,kg,1.0,69.0,37.0,37.0,2020-09-06,14:49:19
618,1,Details,2020-09-06 14:49:07,136,Normal,Normal,100,PORK LAMAN,0.552,kg,1.0,239.0,132.0,132.0,2020-09-06,14:49:07
617,1,Details,2020-09-06 14:46:04,136,Normal,Normal,100,PORK LAMAN,0.532,kg,1.0,239.0,127.25,127.25,2020-09-06,14:46:04
617,2,Details,2020-09-06 14:48:01,136,Normal,Normal,130,Pork buto buto,1.006,kg,1.0,159.0,160.0,160.0,2020-09-06,14:48:01
356,1,Details,2020-09-06 14:37:29,48,Normal,Normal,100,PORK LAMAN,1.04,kg,1.0,239.0,248.5,248.5,2020-09-06,14:37:29
616,1,Details,2020-09-06 14:28:57,136,Normal,Normal,464,Marinated Porkchop,1.068,kg,1.0,356.0,380.25,380.25,2020-09-06,14:28:57
616,2,Details,2020-09-06 14:30:03,136,Normal,Normal,435,Longanisa,0.93,kg,1.0,362.0,336.75,336.75,2020-09-06,14:30:03
616,3,Details,2020-09-06 14:30:23,136,Cancel,Normal,206,beef tenderloin,0.838,kg,1.0,543.0,455.0,455.0,2020-09-06,14:30:23
616,4,Details,2020-09-06 14:31:04,136,Normal,Normal,248,beef dila,1.388,kg,1.0,315.0,437.25,437.25,2020-09-06,14:31:04
616,5,Details,2020-09-06 14:32:16,136,Normal,Normal,230,beef buto-buto 1,1.128,kg,1.0,299.0,337.25,337.25,2020-09-06,14:32:16
616,6,Details,2020-09-06 14:33:54,136,Normal,Normal,124,Porkchop-batok,1.124,kg,1.0,179.0,201.25,201.25,2020-09-06,14:33:54
616,7,Details,2020-09-06 14:34:37,136,Normal,Normal,112,Pork liempo,1.002,kg,1.0,359.0,359.75,359.75,2020-09-06,14:34:37
616,8,Details,2020-09-06 14:35:00,136,Normal,Normal,112,Pork liempo,0.682,kg,1.0,359.0,244.75,244.75,2020-09-06,14:35:00
615,1,Details,2020-09-06 14:35:19,136,Normal,Normal,210,beef giniling,0.752,kg,1.0,352.0,264.75,264.75,2020-09-06,14:35:19
615,2,Details,2020-09-06 14:36:40,136,Normal,Normal,202,beef steak,0.54,kg,1.0,402.0,217.0,217.0,2020-09-06,14:36:40
361,1,Details,2020-09-06 14:36:42,126,Normal,Normal,210,beef giniling,0.5,kg,1.0,352.0,176.0,176.0,2020-09-06,14:36:42
355,1,Details,2020-09-06 14:33:41,48,Normal,Normal,828,Salmon-Fresh- fillet,0.836,kg,1.0,1120.0,936.25,936.25,2020-09-06,14:33:41
355,2,Details,2020-09-06 14:34:11,48,Normal,Normal,118,Bacon sliced/skinless liempo,0.548,kg,1.0,385.0,211.0,211.0,2020-09-06,14:34:11
354,1,Details,2020-09-06 14:29:35,48,Normal,Normal,823,Boneless Bangus,0.0,PCS,1.0,159.0,159.0,159.0,2020-09-06,14:29:35
353,1,Details,2020-09-06 14:06:50,48,Normal,Normal,100,PORK LAMAN,0.578,kg,1.0,239.0,138.25,138.25,2020-09-06,14:06:50
614,1,Details,2020-09-06 14:03:46,136,Normal,Normal,112,Pork liempo,1.296,kg,1.0,359.0,465.25,465.25,2020-09-06,14:03:46
613,1,Details,2020-09-06 14:01:54,136,Normal,Normal,102,Pork laman skinless,1.602,kg,1.0,262.0,419.75,419.75,2020-09-06,14:01:54
360,1,Details,2020-09-06 14:00:10,126,Normal,Normal,465,Marinated Chicken,0.974,kg,1.0,299.0,291.25,291.25,2020-09-06,14:00:10
612,1,Details,2020-09-06 13:59:14,136,Normal,Normal,294,BEEF SINUSO/SIKO,2.678,kg,1.0,72.0,192.75,192.75,2020-09-06,13:59:14
611,1,Details,2020-09-06 13:53:47,136,Normal,Normal,270,beef paksiwin,3.22,kg,1.0,197.0,634.25,634.25,2020-09-06,13:53:47
611,2,Details,2020-09-06 13:54:48,136,Normal,Normal,250,beef bulalo,0.898,kg,1.0,352.0,316.0,316.0,2020-09-06,13:54:48
611,3,Details,2020-09-06 13:55:25,136,Cancel,Normal,200,beef laman,1.162,kg,1.0,387.0,449.75,449.75,2020-09-06,13:55:25
611,4,Details,2020-09-06 13:56:18,136,Normal,Normal,200,beef laman,0.624,kg,1.0,387.0,241.5,241.5,2020-09-06,13:56:18
611,5,Details,2020-09-06 13:57:00,136,Normal,Normal,182,Pork baga,2.744,kg,1.0,79.0,216.75,216.75,2020-09-06,13:57:00
359,1,Details,2020-09-06 13:53:26,126,Normal,Normal,110,Pork giniling,0.914,kg,1.0,231.0,211.25,211.25,2020-09-06,13:53:26
359,2,Details,2020-09-06 13:54:35,126,Normal,Normal,112,Pork liempo,1.128,kg,1.0,359.0,405.0,405.0,2020-09-06,13:54:35
358,1,Details,2020-09-06 13:49:58,126,Normal,Normal,120,Pork Chops,0.992,kg,1.0,239.0,237.0,237.0,2020-09-06,13:49:58
358,2,Details,2020-09-06 13:51:09,126,Normal,Normal,110,Pork giniling,0.51,kg,1.0,231.0,117.75,117.75,2020-09-06,13:51:09
358,3,Details,2020-09-06 13:51:52,126,Normal,Normal,695,Calamansi,0.082,kg,1.0,81.0,6.75,6.75,2020-09-06,13:51:52
358,4,Details,2020-09-06 13:52:00,126,Normal,Normal,611,W. Onion,0.144,kg,1.0,99.0,14.25,14.25,2020-09-06,13:52:00
358,5,Details,2020-09-06 13:52:06,126,Normal,Normal,612,Garlic,0.04,kg,1.0,119.0,4.75,4.75,2020-09-06,13:52:06
352,1,Details,2020-09-06 13:22:28,48,Normal,Normal,520,Chicharon-Bituka,0.0,PCS,1.0,14.0,14.0,14.0,2020-09-06,13:22:28
610,1,Details,2020-09-06 13:18:14,136,Normal,Normal,206,beef tenderloin,0.828,kg,1.0,543.0,449.5,449.5,2020-09-06,13:18:14
610,2,Details,2020-09-06 13:19:26,136,Normal,Normal,280,beef liver,0.718,kg,1.0,152.0,109.25,109.25,2020-09-06,13:19:26
610,3,Details,2020-09-06 13:20:48,136,Normal,Normal,112,Pork liempo,1.382,kg,1.0,359.0,496.25,496.25,2020-09-06,13:20:48
609,1,Details,2020-09-06 13:18:29,136,Normal,Normal,300,chicken fresh,1.408,kg,1.0,159.0,223.75,223.75,2020-09-06,13:18:29
357,1,Details,2020-09-06 13:17:57,126,Normal,Normal,250,beef bulalo,1.116,kg,1.0,352.0,392.75,392.75,2020-09-06,13:17:57
356,1,Details,2020-09-06 13:14:24,126,Normal,Normal,100,PORK LAMAN,1.024,kg,1.0,239.0,244.75,244.75,2020-09-06,13:14:24
356,2,Details,2020-09-06 13:15:59,126,Normal,Normal,464,Marinated Porkchop,0.356,kg,1.0,356.0,126.75,126.75,2020-09-06,13:15:59
356,3,Details,2020-09-06 13:16:05,126,Normal,Normal,465,Marinated Chicken,0.308,kg,1.0,299.0,92.0,92.0,2020-09-06,13:16:05
356,4,Details,2020-09-06 13:16:26,126,Normal,Normal,110,Pork giniling,0.262,kg,1.0,231.0,60.5,60.5,2020-09-06,13:16:26
608,1,Details,2020-09-06 13:15:44,136,Normal,Normal,110,Pork giniling,1.022,kg,1.0,231.0,236.0,236.0,2020-09-06,13:15:44
607,1,Details,2020-09-06 13:08:52,136,Normal,Normal,600,Lettuce-whole,0.526,kg,1.0,289.0,152.0,152.0,2020-09-06,13:08:52
351,1,Details,2020-09-06 13:01:05,48,Normal,Normal,112,Pork liempo,0.91,kg,1.0,359.0,326.75,326.75,2020-09-06,13:01:05
351,2,Details,2020-09-06 13:02:15,48,Normal,Normal,110,Pork giniling,0.536,kg,1.0,231.0,123.75,123.75,2020-09-06,13:02:15
351,3,Details,2020-09-06 13:02:58,48,Normal,Normal,100,PORK LAMAN,0.548,kg,1.0,239.0,131.0,131.0,2020-09-06,13:02:58
351,4,Details,2020-09-06 13:03:57,48,Normal,Normal,230,beef buto-buto 1,0.544,kg,1.0,269.0,146.25,146.25,2020-09-06,13:03:57
351,5,Details,2020-09-06 13:07:10,48,Normal,Normal,420,Smoked Bacon,0.39,kg,1.0,549.0,214.0,214.0,2020-09-06,13:07:10
351,6,Details,2020-09-06 13:07:53,48,Normal,Normal,210,beef giniling,0.508,kg,1.0,352.0,178.75,178.75,2020-09-06,13:07:53
355,1,Details,2020-09-06 13:04:36,126,Normal,Normal,118,Bacon sliced/skinless liempo,0.558,kg,1.0,385.0,214.75,214.75,2020-09-06,13:04:36
355,2,Details,2020-09-06 13:08:12,126,Normal,Normal,118,Bacon sliced/skinless liempo,0.666,kg,1.0,385.0,256.5,256.5,2020-09-06,13:08:12
606,1,Details,2020-09-06 12:58:23,136,Normal,Normal,110,Pork giniling,0.516,kg,1.0,231.0,119.25,119.25,2020-09-06,12:58:23
354,1,Details,2020-09-06 12:57:10,126,Normal,Normal,300,chicken fresh,1.364,kg,1.0,159.0,217.0,217.0,2020-09-06,12:57:10
353,1,Details,2020-09-06 12:51:36,126,Normal,Normal,230,beef buto-buto 1,1.162,kg,1.0,269.0,312.5,312.5,2020-09-06,12:51:36
